counter,email,phoneNumber,creditCard,deviceID,billingAddress,shippingAddress,transactionID,fraud,ipPrefix
1144,4702@gmail.com,548886659,5.64E+15,3730244-E32X-500,54938 FakeData Rd,78526 FakeData Rd,tx1144,0,371.874.525.523
1145,7727@gmail.com,459894936,5.64E+15,3577240-E32X-500,31799 FakeData Rd,56067 FakeData Rd,tx1145,0,587.231.488.838
1146,9638@gmail.com,458043185,5.71E+15,4066520-E32X-500,73999 FakeData Rd,55203 FakeData Rd,tx1146,0,577.605.958.105
1147,7316@gmail.com,452558008,5.69E+15,8774115-E32X-500,41444 FakeData Rd,46680 FakeData Rd,tx1147,0,542.897.853.34
1148,3602@gmail.com,577430704,5.53E+15,1562024-E32X-500,6268 FakeData Rd,13071 FakeData Rd,tx1148,0,105.332.148.256
1149,3449@gmail.com,410925935,5.54E+15,2094881-E32X-500,8917 FakeData Rd,47595 FakeData Rd,tx1149,0,927.828.154.475
1150,8548@gmail.com,457746662,5.46E+15,9332455-E32X-500,32382 FakeData Rd,70796 FakeData Rd,tx1150,0,897.239.971.178
1151,6237@gmail.com,841541167,5.84E+15,5178967-E32X-500,23771 FakeData Rd,76735 FakeData Rd,tx1151,0,302.897.306.195
1152,4033@gmail.com,552653717,5.71E+15,74569-E32X-500,70911 FakeData Rd,78146 FakeData Rd,tx1152,0,223.551.427.727
1153,3924@gmail.com,511930949,5.85E+15,545664-E32X-500,80634 FakeData Rd,36167 FakeData Rd,tx1153,0,410.426.120.768
1154,2735@gmail.com,580596487,5.81E+15,2981465-E32X-500,48016 FakeData Rd,66340 FakeData Rd,tx1154,0,348.996.94.410
1155,4793@gmail.com,882071742,5.47E+15,1725344-E32X-500,28276 FakeData Rd,60032 FakeData Rd,tx1155,0,431.714.382.715
1156,5674@gmail.com,747619643,5.56E+15,8520118-E32X-500,14728 FakeData Rd,69124 FakeData Rd,tx1156,0,893.663.228.885
1157,178@gmail.com,475506051,5.80E+15,7773584-E32X-500,82540 FakeData Rd,62204 FakeData Rd,tx1157,0,233.631.809.788
1158,4195@gmail.com,660897054,5.49E+15,8603827-E32X-500,13815 FakeData Rd,36557 FakeData Rd,tx1158,0,424.740.29.288
1159,153@gmail.com,892228656,5.87E+15,615521-E32X-500,39214 FakeData Rd,26182 FakeData Rd,tx1159,0,951.566.348.930
1160,6041@gmail.com,600158074,5.61E+15,7368577-E32X-500,2372 FakeData Rd,38064 FakeData Rd,tx1160,0,718.471.56.134
1161,6136@gmail.com,766050801,5.73E+15,2505476-E32X-500,68167 FakeData Rd,21153 FakeData Rd,tx1161,0,111.116.661.766
1162,6777@gmail.com,437220567,5.72E+15,8526083-E32X-500,22564 FakeData Rd,17908 FakeData Rd,tx1162,0,435.191.570.772
1163,7328@gmail.com,621270262,5.46E+15,9595201-E32X-500,6524 FakeData Rd,3359 FakeData Rd,tx1163,0,621.460.617.36
1164,9532@gmail.com,510248113,5.77E+15,700970-E32X-500,64201 FakeData Rd,22906 FakeData Rd,tx1164,0,584.347.10.481
1165,5687@gmail.com,527539537,5.83E+15,3651072-E32X-500,88314 FakeData Rd,16962 FakeData Rd,tx1165,0,390.784.559.63
1166,2550@gmail.com,590052951,5.23E+15,4529897-E32X-500,43304 FakeData Rd,64234 FakeData Rd,tx1166,0,655.788.957.201
1167,4657@gmail.com,591516010,5.31E+15,8061598-E32X-500,65519 FakeData Rd,1784 FakeData Rd,tx1167,0,721.119.278.74
1168,3284@gmail.com,584400888,5.57E+15,85069-E32X-500,10826 FakeData Rd,11368 FakeData Rd,tx1168,0,381.559.698.516
1169,982@gmail.com,721096778,5.81E+15,8808137-E32X-500,29738 FakeData Rd,6932 FakeData Rd,tx1169,0,913.758.828.47
1170,7046@gmail.com,695763810,5.72E+15,8113827-E32X-500,70425 FakeData Rd,12860 FakeData Rd,tx1170,0,492.255.395.68
1171,500@gmail.com,495362228,5.74E+15,1619539-E32X-500,60227 FakeData Rd,79725 FakeData Rd,tx1171,0,908.366.903.786
1172,1072@gmail.com,647790744,5.32E+15,9570571-E32X-500,13638 FakeData Rd,37693 FakeData Rd,tx1172,0,146.340.987.237
1173,4671@gmail.com,896992716,5.75E+15,9853857-E32X-500,39318 FakeData Rd,9210 FakeData Rd,tx1173,0,173.451.568.2
1174,3011@gmail.com,726325573,5.88E+15,6339247-E32X-500,17620 FakeData Rd,41807 FakeData Rd,tx1174,0,826.322.470.35
1175,4057@gmail.com,867686026,5.23E+15,2567555-E32X-500,87590 FakeData Rd,11588 FakeData Rd,tx1175,0,673.698.393.490
1176,8541@gmail.com,461641368,5.66E+15,7102540-E32X-500,15358 FakeData Rd,42210 FakeData Rd,tx1176,0,647.509.86.973
1177,8827@gmail.com,768104111,5.85E+15,9698974-E32X-500,44377 FakeData Rd,27514 FakeData Rd,tx1177,0,621.543.294.195
1178,9507@gmail.com,895794949,5.56E+15,6746578-E32X-500,38514 FakeData Rd,25800 FakeData Rd,tx1178,0,456.309.907.504
1179,6148@gmail.com,651350030,5.67E+15,3225712-E32X-500,67658 FakeData Rd,83618 FakeData Rd,tx1179,0,333.952.762.944
1180,5017@gmail.com,529337447,5.60E+15,8920788-E32X-500,63480 FakeData Rd,81148 FakeData Rd,tx1180,0,155.405.957.767
1181,704@gmail.com,791031867,5.64E+15,2713669-E32X-500,40635 FakeData Rd,79558 FakeData Rd,tx1181,0,258.257.775.364
1182,5718@gmail.com,856531760,5.40E+15,9931562-E32X-500,2204 FakeData Rd,88739 FakeData Rd,tx1182,0,290.478.991.811
1183,2168@gmail.com,893742393,5.65E+15,3098409-E32X-500,46562 FakeData Rd,89617 FakeData Rd,tx1183,0,411.791.489.198
1184,5311@gmail.com,561022065,5.31E+15,93199-E32X-500,37798 FakeData Rd,48373 FakeData Rd,tx1184,0,254.178.484.149
1185,8097@gmail.com,562927159,5.86E+15,6594291-E32X-500,28465 FakeData Rd,56765 FakeData Rd,tx1185,0,213.909.51.761
1186,3622@gmail.com,800798014,5.57E+15,6413936-E32X-500,27766 FakeData Rd,56134 FakeData Rd,tx1186,0,875.575.984.755
1187,3617@gmail.com,555272543,5.67E+15,1493365-E32X-500,55513 FakeData Rd,36831 FakeData Rd,tx1187,0,569.263.946.357
1188,6728@gmail.com,815295987,5.78E+15,2151741-E32X-500,49184 FakeData Rd,4495 FakeData Rd,tx1188,0,836.246.481.43
1189,9150@gmail.com,774429950,5.56E+15,4920631-E32X-500,74688 FakeData Rd,74783 FakeData Rd,tx1189,0,362.398.887.628
1190,2156@gmail.com,822303030,5.64E+15,8514048-E32X-500,43254 FakeData Rd,79157 FakeData Rd,tx1190,0,918.855.6.38
1191,1678@gmail.com,873585793,5.89E+15,41092-E32X-500,16944 FakeData Rd,49792 FakeData Rd,tx1191,0,535.113.972.689
1192,7770@gmail.com,533533941,5.74E+15,4581887-E32X-500,81243 FakeData Rd,64517 FakeData Rd,tx1192,0,678.911.73.666
1193,4147@gmail.com,776074777,5.85E+15,5886263-E32X-500,8064 FakeData Rd,55511 FakeData Rd,tx1193,0,842.182.774.320
1194,4935@gmail.com,441743901,5.40E+15,8870436-E32X-500,80234 FakeData Rd,87285 FakeData Rd,tx1194,0,464.809.671.509
1195,5119@gmail.com,803218222,5.58E+15,2579415-E32X-500,33842 FakeData Rd,70830 FakeData Rd,tx1195,0,623.448.805.422
1196,8112@gmail.com,521720081,5.62E+15,3165726-E32X-500,74405 FakeData Rd,15158 FakeData Rd,tx1196,0,733.928.354.554
1197,3737@gmail.com,853298239,5.82E+15,7624716-E32X-500,22540 FakeData Rd,8763 FakeData Rd,tx1197,0,247.249.662.175
1198,5571@gmail.com,771152322,5.76E+15,9475971-E32X-500,20993 FakeData Rd,68915 FakeData Rd,tx1198,0,357.314.15.419
1199,291@gmail.com,872676832,5.57E+15,5257362-E32X-500,42617 FakeData Rd,5669 FakeData Rd,tx1199,0,221.425.96.675
1200,3777@gmail.com,824634648,5.71E+15,7012388-E32X-500,42120 FakeData Rd,39954 FakeData Rd,tx1200,0,935.123.484.689
1201,8283@gmail.com,658221695,5.90E+15,3152468-E32X-500,85898 FakeData Rd,45563 FakeData Rd,tx1201,0,675.125.712.786
1202,8496@gmail.com,592043290,5.59E+15,1949384-E32X-500,57094 FakeData Rd,85721 FakeData Rd,tx1202,0,597.597.502.857
1203,257@gmail.com,704782547,5.76E+15,4704206-E32X-500,5804 FakeData Rd,81643 FakeData Rd,tx1203,0,653.735.290.887
1204,9401@gmail.com,797301029,5.34E+15,8838144-E32X-500,27280 FakeData Rd,71821 FakeData Rd,tx1204,0,624.992.819.272
1205,1946@gmail.com,501629010,5.48E+15,5975450-E32X-500,44883 FakeData Rd,31497 FakeData Rd,tx1205,0,832.662.869.385
1206,2530@gmail.com,684701785,5.70E+15,2069934-E32X-500,71095 FakeData Rd,30828 FakeData Rd,tx1206,0,795.844.461.852
1207,8423@gmail.com,649735301,5.72E+15,8548713-E32X-500,54783 FakeData Rd,35283 FakeData Rd,tx1207,0,597.230.952.128
1208,4776@gmail.com,691687809,5.37E+15,8980948-E32X-500,58624 FakeData Rd,75094 FakeData Rd,tx1208,0,581.956.611.679
1209,6485@gmail.com,530918194,5.88E+15,3192605-E32X-500,26629 FakeData Rd,40602 FakeData Rd,tx1209,0,653.984.197.805
1210,1045@gmail.com,890442676,5.58E+15,1427436-E32X-500,36296 FakeData Rd,3848 FakeData Rd,tx1210,0,449.129.235.414
1211,901@gmail.com,748200930,5.67E+15,3871659-E32X-500,62691 FakeData Rd,80759 FakeData Rd,tx1211,0,729.170.117.513
1212,5599@gmail.com,696683167,5.63E+15,4057579-E32X-500,4822 FakeData Rd,89562 FakeData Rd,tx1212,0,490.348.326.126
1213,518@gmail.com,648323115,5.33E+15,192964-E32X-500,3976 FakeData Rd,31791 FakeData Rd,tx1213,0,516.801.699.788
1214,7090@gmail.com,772020706,5.28E+15,1101979-E32X-500,17517 FakeData Rd,84111 FakeData Rd,tx1214,0,323.438.371.617
1215,6362@gmail.com,559078653,5.65E+15,7177224-E32X-500,64698 FakeData Rd,86247 FakeData Rd,tx1215,0,494.628.199.444
1216,7378@gmail.com,513822858,5.59E+15,6183800-E32X-500,83699 FakeData Rd,82912 FakeData Rd,tx1216,0,117.752.920.921
1217,7491@gmail.com,531553949,5.87E+15,8391088-E32X-500,74153 FakeData Rd,30361 FakeData Rd,tx1217,0,513.559.700.420
1218,1690@gmail.com,813649757,5.28E+15,4467820-E32X-500,39441 FakeData Rd,6351 FakeData Rd,tx1218,0,561.503.232.576
1219,3106@gmail.com,407571275,5.53E+15,8553984-E32X-500,60262 FakeData Rd,70944 FakeData Rd,tx1219,0,774.706.465.960
1220,3000@gmail.com,509780487,5.78E+15,5042882-E32X-500,44028 FakeData Rd,22385 FakeData Rd,tx1220,0,759.962.813.467
1221,594@gmail.com,869771245,5.55E+15,1003134-E32X-500,22650 FakeData Rd,56030 FakeData Rd,tx1221,0,482.548.841.605
1222,9277@gmail.com,635334895,5.52E+15,4743135-E32X-500,70776 FakeData Rd,58046 FakeData Rd,tx1222,0,300.107.954.196
1223,9638@gmail.com,820522156,5.63E+15,9134426-E32X-500,255 FakeData Rd,45220 FakeData Rd,tx1223,0,758.172.162.596
1224,813@gmail.com,465454874,5.75E+15,8741677-E32X-500,26655 FakeData Rd,14508 FakeData Rd,tx1224,0,762.402.926.492
1225,9252@gmail.com,672881763,5.54E+15,5249477-E32X-500,65836 FakeData Rd,30906 FakeData Rd,tx1225,0,731.403.481.611
1226,2591@gmail.com,652143008,5.37E+15,3458408-E32X-500,59600 FakeData Rd,47538 FakeData Rd,tx1226,0,925.381.225.277
1227,4354@gmail.com,607086888,5.88E+15,8867430-E32X-500,11410 FakeData Rd,15153 FakeData Rd,tx1227,0,474.941.87.434
1228,9747@gmail.com,678593706,5.53E+15,9885327-E32X-500,39341 FakeData Rd,64988 FakeData Rd,tx1228,0,742.849.106.460
1229,6899@gmail.com,584694657,5.72E+15,2129855-E32X-500,32202 FakeData Rd,42936 FakeData Rd,tx1229,0,339.362.374.972
1230,361@gmail.com,827904095,5.51E+15,7455827-E32X-500,44835 FakeData Rd,81547 FakeData Rd,tx1230,0,585.765.135.194
1231,8933@gmail.com,870161007,5.78E+15,8048770-E32X-500,23794 FakeData Rd,83628 FakeData Rd,tx1231,1,125.361.336.878
1232,856@gmail.com,586035850,5.86E+15,1724689-E32X-500,9065 FakeData Rd,2699 FakeData Rd,tx1232,0,497.603.743.240
1233,8834@gmail.com,663155880,5.84E+15,1351832-E32X-500,44356 FakeData Rd,19008 FakeData Rd,tx1233,0,257.789.616.581
1234,9780@gmail.com,676693018,5.51E+15,8156825-E32X-500,1365 FakeData Rd,28716 FakeData Rd,tx1234,0,580.911.707.172
1235,388@gmail.com,818444930,5.70E+15,364165-E32X-500,78193 FakeData Rd,7862 FakeData Rd,tx1235,0,747.992.919.652
1236,327@gmail.com,698128260,5.73E+15,912941-E32X-500,72362 FakeData Rd,2380 FakeData Rd,tx1236,0,114.108.520.713
1237,1658@gmail.com,754941795,5.44E+15,5046617-E32X-500,10514 FakeData Rd,39019 FakeData Rd,tx1237,0,426.815.533.60
1238,980@gmail.com,553266564,5.68E+15,1626628-E32X-500,9288 FakeData Rd,5563 FakeData Rd,tx1238,0,989.792.570.359
1239,6387@gmail.com,493488491,5.39E+15,4028707-E32X-500,48812 FakeData Rd,72424 FakeData Rd,tx1239,0,292.201.797.898
1240,7628@gmail.com,833229934,5.33E+15,9908739-E32X-500,44320 FakeData Rd,35491 FakeData Rd,tx1240,0,694.110.70.419
1241,1311@gmail.com,518502050,5.45E+15,7744081-E32X-500,17849 FakeData Rd,63970 FakeData Rd,tx1241,0,553.632.515.95
1242,1964@gmail.com,631447728,5.26E+15,5990531-E32X-500,19582 FakeData Rd,80050 FakeData Rd,tx1242,0,156.350.681.8
1243,7367@gmail.com,849680281,5.40E+15,2850777-E32X-500,71997 FakeData Rd,32997 FakeData Rd,tx1243,0,967.975.144.113
1244,5308@gmail.com,526753050,5.66E+15,5541526-E32X-500,89438 FakeData Rd,88357 FakeData Rd,tx1244,0,260.681.52.152
1245,9428@gmail.com,488496468,5.89E+15,9387110-E32X-500,61513 FakeData Rd,75819 FakeData Rd,tx1245,0,188.552.344.50
1246,2286@gmail.com,519509562,5.67E+15,8579218-E32X-500,45498 FakeData Rd,61962 FakeData Rd,tx1246,0,283.721.250.19
1247,4308@gmail.com,853793557,5.30E+15,2684321-E32X-500,4124 FakeData Rd,88311 FakeData Rd,tx1247,0,180.982.826.241
1248,582@gmail.com,491929172,5.64E+15,3342462-E32X-500,82009 FakeData Rd,68599 FakeData Rd,tx1248,0,670.638.346.984
1249,4596@gmail.com,603021424,5.31E+15,7208159-E32X-500,47603 FakeData Rd,67807 FakeData Rd,tx1249,0,934.506.51.162
1250,9063@gmail.com,823893398,5.85E+15,6114706-E32X-500,31605 FakeData Rd,15291 FakeData Rd,tx1250,0,570.895.587.748
1251,825@gmail.com,583981492,5.44E+15,907763-E32X-500,72781 FakeData Rd,84200 FakeData Rd,tx1251,0,217.921.245.698
1252,2917@gmail.com,867060556,5.28E+15,5795599-E32X-500,17150 FakeData Rd,58745 FakeData Rd,tx1252,0,939.870.983.643
1253,7468@gmail.com,708119171,5.86E+15,1500690-E32X-500,65018 FakeData Rd,66661 FakeData Rd,tx1253,0,140.305.151.522
1254,8368@gmail.com,484583764,5.38E+15,1792533-E32X-500,11254 FakeData Rd,58980 FakeData Rd,tx1254,0,321.977.5.525
1255,9051@gmail.com,573039444,5.89E+15,5316803-E32X-500,36070 FakeData Rd,50926 FakeData Rd,tx1255,1,355.861.985.545
1256,4500@gmail.com,534936017,5.75E+15,280432-E32X-500,4269 FakeData Rd,40651 FakeData Rd,tx1256,0,161.748.870.271
1257,7669@gmail.com,409437482,5.84E+15,6950941-E32X-500,3070 FakeData Rd,88582 FakeData Rd,tx1257,0,624.634.717.723
1258,1631@gmail.com,762759721,5.33E+15,8906747-E32X-500,1418 FakeData Rd,25981 FakeData Rd,tx1258,0,454.711.575.995
1259,7392@gmail.com,896069753,5.32E+15,704252-E32X-500,68474 FakeData Rd,77581 FakeData Rd,tx1259,0,427.502.659.538
1260,2629@gmail.com,545638973,5.65E+15,8011130-E32X-500,85386 FakeData Rd,36514 FakeData Rd,tx1260,0,405.719.453.126
1261,6312@gmail.com,844648638,5.52E+15,3444297-E32X-500,11931 FakeData Rd,9493 FakeData Rd,tx1261,0,575.642.488.128
1262,1924@gmail.com,579545689,5.54E+15,2437166-E32X-500,45105 FakeData Rd,34142 FakeData Rd,tx1262,0,495.778.98.969
1263,4645@gmail.com,763961530,5.58E+15,9195111-E32X-500,8284 FakeData Rd,38554 FakeData Rd,tx1263,0,735.845.180.204
1264,1439@gmail.com,802086784,5.62E+15,1828828-E32X-500,1309 FakeData Rd,36223 FakeData Rd,tx1264,0,469.501.160.170
1265,9145@gmail.com,608404486,5.66E+15,3708944-E32X-500,43685 FakeData Rd,28697 FakeData Rd,tx1265,0,676.666.850.950
1266,4792@gmail.com,725743332,5.25E+15,1433414-E32X-500,10048 FakeData Rd,11833 FakeData Rd,tx1266,0,110.397.823.727
1267,5060@gmail.com,808553026,5.55E+15,2800506-E32X-500,25845 FakeData Rd,3981 FakeData Rd,tx1267,0,427.164.558.20
1268,9950@gmail.com,534327598,5.56E+15,8641938-E32X-500,40858 FakeData Rd,1887 FakeData Rd,tx1268,0,989.876.866.235
1269,447@gmail.com,889158047,5.62E+15,6902124-E32X-500,7682 FakeData Rd,49999 FakeData Rd,tx1269,0,641.386.464.397
1270,7514@gmail.com,750378928,5.51E+15,6609171-E32X-500,76629 FakeData Rd,12315 FakeData Rd,tx1270,0,201.120.951.450
1271,5370@gmail.com,657275832,5.88E+15,8580605-E32X-500,58591 FakeData Rd,25818 FakeData Rd,tx1271,0,549.948.231.192
1272,6684@gmail.com,670121085,5.26E+15,7744035-E32X-500,51622 FakeData Rd,32770 FakeData Rd,tx1272,0,352.190.212.660
1273,8158@gmail.com,430294992,5.37E+15,1491902-E32X-500,68612 FakeData Rd,57079 FakeData Rd,tx1273,0,602.445.917.533
1274,4876@gmail.com,614444122,5.62E+15,9912598-E32X-500,68968 FakeData Rd,67363 FakeData Rd,tx1274,0,178.555.546.803
1275,8455@gmail.com,831662306,5.73E+15,4480414-E32X-500,41407 FakeData Rd,235 FakeData Rd,tx1275,0,547.642.849.69
1276,9256@gmail.com,507962613,5.49E+15,7184155-E32X-500,5571 FakeData Rd,50608 FakeData Rd,tx1276,0,990.741.495.474
1277,5671@gmail.com,638554181,5.75E+15,8750005-E32X-500,45940 FakeData Rd,68822 FakeData Rd,tx1277,0,776.170.1.440
1278,1581@gmail.com,898353882,5.59E+15,9338910-E32X-500,78149 FakeData Rd,29928 FakeData Rd,tx1278,0,688.859.841.147
1279,1849@gmail.com,715579113,5.58E+15,3128558-E32X-500,89144 FakeData Rd,208 FakeData Rd,tx1279,0,472.296.408.815
1280,6619@gmail.com,440535791,5.79E+15,1176807-E32X-500,12679 FakeData Rd,7134 FakeData Rd,tx1280,0,719.215.356.431
1281,571@gmail.com,822257534,5.30E+15,9713491-E32X-500,22061 FakeData Rd,30507 FakeData Rd,tx1281,0,994.824.705.787
1282,7347@gmail.com,491570204,5.45E+15,6755390-E32X-500,2702 FakeData Rd,74795 FakeData Rd,tx1282,0,692.237.340.762
1283,2170@gmail.com,630510860,5.89E+15,1445072-E32X-500,51649 FakeData Rd,30864 FakeData Rd,tx1283,0,845.693.850.19
1284,3727@gmail.com,583635511,5.65E+15,1374789-E32X-500,68770 FakeData Rd,85242 FakeData Rd,tx1284,0,998.458.896.152
1285,5257@gmail.com,678987565,5.60E+15,6301403-E32X-500,56828 FakeData Rd,22475 FakeData Rd,tx1285,0,733.106.288.182
1286,1322@gmail.com,702959198,5.66E+15,3598615-E32X-500,87409 FakeData Rd,47262 FakeData Rd,tx1286,0,684.365.831.49
1287,1756@gmail.com,494508436,5.39E+15,9261368-E32X-500,74968 FakeData Rd,14116 FakeData Rd,tx1287,0,828.197.885.889
1288,6241@gmail.com,503206016,5.55E+15,3804004-E32X-500,3705 FakeData Rd,56865 FakeData Rd,tx1288,0,799.457.619.866
1289,7110@gmail.com,406212606,5.56E+15,2459759-E32X-500,43831 FakeData Rd,29277 FakeData Rd,tx1289,0,181.549.144.276
1290,6924@gmail.com,579603005,5.38E+15,2119540-E32X-500,75961 FakeData Rd,18148 FakeData Rd,tx1290,0,249.983.559.208
1291,3174@gmail.com,797599488,5.87E+15,7164220-E32X-500,36344 FakeData Rd,36119 FakeData Rd,tx1291,0,540.536.177.56
1292,1194@gmail.com,824500107,5.59E+15,9781760-E32X-500,20170 FakeData Rd,77705 FakeData Rd,tx1292,0,631.389.13.82
1293,6303@gmail.com,776960411,5.77E+15,2458191-E32X-500,9180 FakeData Rd,15703 FakeData Rd,tx1293,0,959.244.305.165
1294,1393@gmail.com,447648779,5.32E+15,7477267-E32X-500,78937 FakeData Rd,27134 FakeData Rd,tx1294,0,973.635.873.543
1295,9670@gmail.com,434769682,5.24E+15,4996836-E32X-500,13944 FakeData Rd,13306 FakeData Rd,tx1295,1,736.862.550.731
1296,1041@gmail.com,808152741,5.50E+15,1950830-E32X-500,82849 FakeData Rd,74115 FakeData Rd,tx1296,0,270.850.996.3
1297,6873@gmail.com,496819470,5.46E+15,9635708-E32X-500,16834 FakeData Rd,20899 FakeData Rd,tx1297,0,384.707.820.236
1298,1466@gmail.com,552413214,5.29E+15,4323752-E32X-500,40557 FakeData Rd,7358 FakeData Rd,tx1298,0,724.908.538.257
1299,1291@gmail.com,409949142,5.34E+15,2108785-E32X-500,68677 FakeData Rd,82903 FakeData Rd,tx1299,0,307.322.370.311
1300,4026@gmail.com,820121829,5.85E+15,2401480-E32X-500,19165 FakeData Rd,85847 FakeData Rd,tx1300,0,312.747.511.58
1301,7182@gmail.com,725838981,5.45E+15,8167264-E32X-500,68199 FakeData Rd,56967 FakeData Rd,tx1301,0,998.115.822.453
1302,5843@gmail.com,832713463,5.26E+15,6723776-E32X-500,17463 FakeData Rd,80235 FakeData Rd,tx1302,0,215.438.867.741
1303,8320@gmail.com,594356984,5.66E+15,8633556-E32X-500,3712 FakeData Rd,4578 FakeData Rd,tx1303,0,275.914.798.810
1304,2013@gmail.com,476770878,5.71E+15,4330156-E32X-500,48057 FakeData Rd,82325 FakeData Rd,tx1304,0,772.913.425.437
1305,5214@gmail.com,527729197,5.90E+15,314342-E32X-500,33816 FakeData Rd,29319 FakeData Rd,tx1305,0,517.456.871.218
1306,6552@gmail.com,806046769,5.64E+15,9192100-E32X-500,34559 FakeData Rd,30228 FakeData Rd,tx1306,0,342.195.494.689
1307,3365@gmail.com,762751406,5.88E+15,4927101-E32X-500,4346 FakeData Rd,45652 FakeData Rd,tx1307,0,294.784.956.829
1308,1021@gmail.com,746952882,5.53E+15,7694905-E32X-500,27978 FakeData Rd,70157 FakeData Rd,tx1308,0,812.400.681.209
1309,3344@gmail.com,546547958,5.44E+15,8538394-E32X-500,86340 FakeData Rd,76730 FakeData Rd,tx1309,0,122.341.74.298
1310,7186@gmail.com,520648601,5.30E+15,6287275-E32X-500,21730 FakeData Rd,2732 FakeData Rd,tx1310,0,544.196.606.700
1311,1027@gmail.com,514520121,5.77E+15,4599232-E32X-500,24824 FakeData Rd,82481 FakeData Rd,tx1311,0,886.177.465.630
1312,845@gmail.com,561485199,5.89E+15,7292546-E32X-500,23072 FakeData Rd,5871 FakeData Rd,tx1312,0,784.457.716.114
1313,4219@gmail.com,750772509,5.47E+15,9328980-E32X-500,8274 FakeData Rd,79878 FakeData Rd,tx1313,0,373.997.191.380
1314,5988@gmail.com,687019602,5.75E+15,7674664-E32X-500,67384 FakeData Rd,88562 FakeData Rd,tx1314,0,921.853.273.65
1315,2877@gmail.com,423725927,5.29E+15,8804117-E32X-500,2895 FakeData Rd,57232 FakeData Rd,tx1315,0,747.970.729.538
1316,7752@gmail.com,498802746,5.85E+15,9273867-E32X-500,16954 FakeData Rd,5772 FakeData Rd,tx1316,0,956.924.823.110
1317,8920@gmail.com,709482720,5.59E+15,6295529-E32X-500,9436 FakeData Rd,7917 FakeData Rd,tx1317,0,408.151.689.384
1318,3483@gmail.com,679915003,5.76E+15,742161-E32X-500,17299 FakeData Rd,79267 FakeData Rd,tx1318,0,240.302.354.735
1319,3985@gmail.com,562392722,5.36E+15,8787425-E32X-500,86470 FakeData Rd,47190 FakeData Rd,tx1319,0,900.113.741.630
1320,9899@gmail.com,600178767,5.83E+15,7671651-E32X-500,9890 FakeData Rd,20700 FakeData Rd,tx1320,0,878.410.992.488
1321,8274@gmail.com,624048639,5.22E+15,3138363-E32X-500,30688 FakeData Rd,52386 FakeData Rd,tx1321,0,181.876.465.232
1322,8193@gmail.com,633834302,5.27E+15,4398642-E32X-500,20636 FakeData Rd,53876 FakeData Rd,tx1322,0,503.203.813.656
1323,3213@gmail.com,529687043,5.88E+15,3367540-E32X-500,64181 FakeData Rd,85972 FakeData Rd,tx1323,0,668.368.974.603
1324,6731@gmail.com,836497396,5.78E+15,8630053-E32X-500,5484 FakeData Rd,79499 FakeData Rd,tx1324,0,918.378.644.263
1325,4004@gmail.com,843125914,5.84E+15,1678147-E32X-500,6961 FakeData Rd,14842 FakeData Rd,tx1325,0,811.564.668.833
1326,6936@gmail.com,651734524,5.42E+15,1365206-E32X-500,27821 FakeData Rd,13247 FakeData Rd,tx1326,0,541.913.105.192
1327,5174@gmail.com,494078785,5.35E+15,5098546-E32X-500,54993 FakeData Rd,24991 FakeData Rd,tx1327,0,115.508.77.678
1328,3942@gmail.com,801122011,5.56E+15,2460554-E32X-500,35966 FakeData Rd,27678 FakeData Rd,tx1328,0,797.536.600.463
1329,4834@gmail.com,831465860,5.85E+15,1603385-E32X-500,89864 FakeData Rd,7671 FakeData Rd,tx1329,0,436.223.764.183
1330,3918@gmail.com,448677537,5.83E+15,1548366-E32X-500,74979 FakeData Rd,25255 FakeData Rd,tx1330,0,957.598.517.346
1331,880@gmail.com,585636110,5.27E+15,7407896-E32X-500,13442 FakeData Rd,36855 FakeData Rd,tx1331,0,579.979.957.521
1332,2512@gmail.com,654294575,5.45E+15,2822312-E32X-500,55454 FakeData Rd,52539 FakeData Rd,tx1332,0,129.786.119.339
1333,111@gmail.com,517511502,5.59E+15,8877704-E32X-500,24378 FakeData Rd,35722 FakeData Rd,tx1333,0,688.560.706.725
1334,3498@gmail.com,472315271,5.70E+15,5899163-E32X-500,22203 FakeData Rd,27802 FakeData Rd,tx1334,0,677.787.619.666
1335,1893@gmail.com,770560881,5.47E+15,8703901-E32X-500,4020 FakeData Rd,45717 FakeData Rd,tx1335,0,516.151.190.506
1336,343@gmail.com,406547891,5.35E+15,5465257-E32X-500,27787 FakeData Rd,74341 FakeData Rd,tx1336,0,844.767.912.415
1337,6550@gmail.com,438899128,5.29E+15,3788369-E32X-500,55935 FakeData Rd,31671 FakeData Rd,tx1337,0,241.399.553.383
1338,3576@gmail.com,823112919,5.83E+15,9049873-E32X-500,26703 FakeData Rd,78690 FakeData Rd,tx1338,0,889.105.522.111
1339,2831@gmail.com,617136947,5.59E+15,9742367-E32X-500,36039 FakeData Rd,33657 FakeData Rd,tx1339,0,560.647.550.766
1340,3900@gmail.com,793147112,5.46E+15,7811093-E32X-500,43872 FakeData Rd,6818 FakeData Rd,tx1340,0,930.224.225.269
1341,4628@gmail.com,598825704,5.24E+15,7415663-E32X-500,68764 FakeData Rd,45507 FakeData Rd,tx1341,0,155.596.927.55
1342,6228@gmail.com,825985271,5.40E+15,912908-E32X-500,28329 FakeData Rd,46894 FakeData Rd,tx1342,0,515.388.932.789
